Links to profile,Links to publication,Name Account/Influencer,Professional Activity,Account description,Number of posts,Number of followers,Number of followings,Verified Status,Post description,Post number of comments,Post number of likes,Posting date,Media Type
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B8MaNqxBUqb/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Marseillais aux Caraïbes ça arrive très vite !! 🇲🇽 🇨🇺 🇧🇸 Rdv le lundi 17 février 2020 sur w9 a partir de 18h50 🔥😍,260,115 392,2020-02-05T17:39:50.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B8_NV7-i5y5/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"En short avec @hotelsdotcom qui est le nouveau Partenaire officiel d'hébergement de l’@olympiquedemarseille ! Super de faire partie de ce lancement auprès de @benji_samat, @paga_lmsa , @manontanti et @robert_pires07.",246,167 059,2020-02-25T11:08:38.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B8_x8ZOCFTt/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Photos à contre jour du coup pour mieux me voir rdv ce soir sur w9 !! 😂🙌🏼❤️👍🏽 18h55 les Frates et y en a assez .. 😍
Donnez moi vos avis un petit peu ? ✍🏽",158,60 386,2020-02-25T16:28:28.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B8mI-rUp8rh/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,⚽️ 👊🏽,185,70 170,2020-02-15T17:29:30.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B8twdpNJRZz/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Rdv ce soir sur w9 18h55 ❤️ !! Alors le premier épisode les Frates vous en pensez quoi ? Le Fraté et la danse ? 😂🙏🏽,350,124 915,2020-02-18T16:29:12.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B8zEAx5pFu9/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Rdv ce soir sur w9 ❤️ !! 18h55 maintenant du coup 😅✅😂
Les problèmes 👏🏽 les problèmes 👏🏽",254,81 209,2020-02-20T17:56:13.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B94QoU-qjHd/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"#sponsorisé
Période de confinement oblige à s’occuper comme on peut ! Je vais en profiter pour continuer mes travaux. J’ai commandé hier tout ce matériel qui est arrivé ce matin !!!
Malgré le confinement Sobrico.com est super efficace !
Que des marques de vrais pros !

D’ailleurs @so_brico lance un jeu concours exceptionnel les fratés !
3 x 250 euros à gagner sur Sobrico !
C'est très simple, suivez les sur insta et invitez deux amis à liker mon post !
Il y a 3 bons d’achat de 250 euros à gagner parmi tous les participants
Résultats dans une semaine, c'est à dire mercredi 25 mars !!! PS: En plus, vous allez pouvoir bénéficier de 10% avec le code: JULIEN10
@shaunaevents",1634,79 467,2020-03-18T14:54:04.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B998nbRiqa3/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Confiné comme jamais ! Bonne soirée à tous les Frates pour moi ça sera play ce soir et vous ?,660,115 524,2020-03-20T19:54:38.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B9L_aXWi_bW/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Bonne fêtes des grands mères à tous ❤️ Pour Tiago ça sera dessins personnalisé ❤️😍. Bon dimanche les Frates,175,108 033,2020-03-01T10:17:02.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B9UwaoBivnM/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"C est avec émotion , tendresse et joie 😍 que La famille Tanti est heureuse de vous annoncer l’arrivée du 2ème bébé fraté ❤️
Un nouveau bb tanti tres tchatcheur va arriver et notre petit Tiago d’amour va devenir grand frère 👶 ❤️😍 déjà 3 mois qu’on garde le secret , la dernière échographie date d’avant hier et tout va pour le mieux ! L’objectif 2k20 est remplie un nouveau bb fraté va arriver et la famille tanti va s’agrandir ❤️😍 .
@tiagotanti @manontanti",5952,504 946,2020-03-04T19:59:10.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B9XBtwBiWjD/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Merci à tous les Frates d’avoir répondue présent hier soir pour l’anniversaire de ma femme @manontanti ❤️ , et on as accompagné ça d’une merveilleuse nouvelle ❤️ 👶 ❤️
Alors vous pensez quoi garçon ou fille ? On vous dit bientôt 😍",1498,209 992,2020-03-05T17:08:48.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B9ZtIX5Ke51/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Mes Frates la famille tanti a l’honneur de vous annoncer la nouvelle venue d’une petite fille ❤️ , j’ai vraiment hâte de rencontrer ma fille qui va être très tchatcheuse 😍😜
👸 🥰 princesse tanti on t’attend 😍👸 @manontanti @tiagotanti",3005,395 921,2020-03-06T18:06:40.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B9pNDKwKN0n/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Les fratés y a une ambiance chez les Tanti 😍 j'ai eu envie de danser toute la journée sur un son que j'ai découvert
Gros coup de cœur ❤ pour le nouveau son CAPITALE de @t2r94 et @minissia_
Écoutez et dites moi ce que vous en pensez ✌
#Album #loveStory @shaunaevents #ad",252,958 361,2020-03-12T18:38:21.000Z,Video
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B9w8jAbKPNk/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Les frates rien de plus précieux que les gens qu’on aime ❤ restez en famille et prenez soins d’eux 🙏🏼 ne prenez pas tout ça à la légère ils faut qu’on agisse tous ensemble et qu’on reste tous confiné a la maison le plus possible 🙏🏼❤
Pour la belle photo merci as : @mat.witness
@rsauze
@mia_mkup",384,197 409,2020-03-15T18:43:54.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B_0U4eLJV6d/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Noces de coton 🥰
Voilà déjà une année de passée à tes côtés tellement de bonheur ❤️le temps passe tellement vite ❤️ Dans cette année magnifique qui vient de passer on a eu la joie d apprendre qu une petite fille allait arriver ❤️🙏🏽
Je t aime @manontanti",528,227 961,2020-05-05T19:17:03.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B_DKPFViH_8/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Les Fratés c’est avec fierté que je vous annonce le prénom de notre petite fille : angelina ❤️
Je me langui tellement de faire sa rencontre et de m occuper d elle ❤️😍 Je t’aime angelina . ❤️",3840,2 594 223,2020-04-16T17:05:09.000Z,Video
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B_Xf42nJBsG/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Ce jour là je voulais seulement faire une belle photo , loin de moi l’idée qu’un jour ont puissent être confiné , aujourd’hui je regrette de pas avoir pris la voiture juste pour prendre l’air . le confinement m’aura appris une chose : profitez de chaque instant de la vie , la liberté n’a pas de prix ❤️🙏🏽 #restezchezvous #bientotle11mai",426,165 049,2020-04-24T14:35:15.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/B_iGp4lpR6p/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"#sponsorisé
GRAND CONCOURS EGLSPORT💶📱✈️
[À NE PAS RATER ⬇️🎁]
Pour partager du positif en cette période particulière nous avons le plaisir de te faire participer au plus gros concours de 2020 avec DES LOTS JUSTES INCROYABLES ! 😱
⬇️ En participant tu auras la chance de pouvoir gagner l'un de ces 4 ÉNORMES lots !
Lot 1: Un voyage à Bali pour deux personnes dans un magnifique hôtel 5 étoiles pendant une semaine ✈️ En couple, entre ami(e) ou en famille.
Valable 2 ans à partir de la reprise des vols.
Lot 2 : Un IPhone 11 ou Téléphone de ton choix ! 📱
Lots 3 et 4 : 3000 💶🎁 !
___
Pour participer c’est très simple !
Il suffit de :
❤️ - Liker la publication en identifiant 2 ami(e)s 🎁 - Suivre  @eglsport_officiel
 et suivre tous les comptes suivis par @eglsport_officiel [ON VÉRIFIE 🔍]
-🚨LIVE SPORTIF MUSCULATION MAISON DU LUNDI AU VENDREDI DE 18H À 20h @eglsport_officiel

Le premier tirage au sort aura lieu samedi 02 mai 2020 sur @eglsport_officiel

Pour augmenter tes chances, c’est simple ⬇ 🍀 Un partage en story = 10x plus de chances de gagner le voyage à Bali ! ✈️ 🌴
Si tu veux maximiser tes chances ... tu sais ce qu’il te restes à faire
Et surtout prenez soin de vous ❤️
@shaunaevents",3799,89 033,2020-04-28T17:26:24.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CA5W7jQp-C2/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Je vous souhaite un bon mois de juin à tous les Frates , Aujourd’hui pour moi un bon tennis 🎾 ❤️",242,87 814,2020-06-01T14:42:33.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CA7PbLUp8mx/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Un tournois de tennis intitulé : le tournois des Frates 🎾 ça vous dit ? 🤓🥳🔥
Donnez vos avis et vos idée ,
bonne journée",184,52 803,2020-06-02T08:15:27.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CA7URNVJJT-/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,#blackouttuesday 💪🏽🙏🏽,275,77 317,2020-06-02T08:57:46.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CAf2CCnpkUj/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"‼️‼️ REALITY QUIZZ - NEW CONCEPT ‼️‼️ Les fratés, à gagner 500€ d’achat chez la marque de luxe de votre choix.
Pour participer c’est simple :

1️⃣ SUIVRE @realityquizz (obligatoire)

2️⃣Tag 3 personnes par commentaire

Rien de plus simple : Plus tu tagues des gens = Plus tu as une chance de gagner
Tirage au sort le 29 mai parmi tous les commentaires. Le grand gagnant sera annoncé sur la story de @realityquizz
#sponsorise",1893,97 439,2020-05-22T16:54:04.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CAimgXpJ5Pe/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Premier bain de l’année 2020 avce mon fils @tiagotanti 🏊‍♂️ 👍🏽❤️
Demain 2 ans déjà papa et maman on préparer une surprise 😍🤪🥳❤️",376,170 825,2020-05-23T18:36:07.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CAlT9a_p5-_/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Mon fils 2 ans aujourd’hui je t’aime ❤️🙏🏽
@tiagotanti @manontanti",898,227 761,2020-05-24T19:51:47.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CB8YxSAJZTj/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Mon amour déjà 7 mois bientôt on sera 4 bravo pour ton courage être enceinte ce n’est pas évident ❤️ je t’aime ❤️😍
@manontanti",592,260 975,2020-06-27T15:27:44.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CBFzZf5pYAp/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"J adore cette photo les Frates 🤣❤️
Tiago il es vraiment en train de kiffer le jacuzzi 🤣❤️😜😎🤩🥰
Bon week-end à tous
@tiagotanti",331,201 871,2020-06-06T10:42:12.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CBJKZb7pKln/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Bonne fête des mères ❤️😍❤️😍❤️,405,213 761,2020-06-07T18:00:53.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CBf0K4zDmqf/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Journée bateau en famille 😍 ❤️,686,293 315,2020-06-16T13:09:11.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CBgVUxkFm3Q/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"#Sponsorisé
SteamOne, l’autre façon de repasser ! Avec Manon , on a eu l’occasion de tester le défroisseur vapeur Minilys Plus de la marque @steamone_official.
Robes ; chemises ; vêtements d’enfants ; chapeaux ; manteaux/vestes…Il permet de défroisser, assainir et sublimer tous vos vêtements, même les plus délicats 💨 ✨ 🇫🇷 Made in France
🦠 Élimine 99% des bactéries et germes
🔋 Autonomie 67 min
⏱ Prêt en 60 secondes
En plus de remplacer complètement votre fer à repasser, il s’intègrera parfaitement chez vous.

Bon Plan : Profitez d’un code promo de -15% de remise pour l’achat du Minilys Plus sur le site web de SteamOne https://steam-one.com/fr/collection-home/98-minilys-plus-3707346023065.html avec le code promo JULIEN15 jusqu’au 30 juin
@Shaunaevents",199,345 951,2020-06-16T17:59:13.000Z,Video
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CBnJ99VJtqs/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Tiago , mer , bateau , famille , kiff 👶 🌊 🛥 👨‍👩‍👦‍👦 😎",263,137 301,2020-06-19T09:34:21.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CBs36C5JJB9/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Bonne fête des pères à tous ❤️😍
@tiagotanti je t’aime ❤️🙏🏽",245,180 048,2020-06-21T14:51:58.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CC1KEYrpn4k/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,"Plus beaucoup de temps avant l’arrivée d’Angelina j’ai tellement hâte ❤️😍
Bientôt 4 ❤️ @tanti.angelina",522,201 532,2020-07-19T16:35:59.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CCBxeeTJOA5/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Mes 3 amoureux je vous aimes 😍🥰,453,204 229,2020-06-29T17:39:50.000Z,Photo
https://www.instagram.com/julientantiplein/,https://www.instagram.com/p/CCjH_n8JfC2/,Julien Tanti,"['Cinema & Actors/actresses, Shows']",Julien Tanti Twitter : @julienmiami 👻 snap: jtplein 📧📧Mail pro : pro.julient@shaunaevents.com,1 717 publications,4 552 650,189,Vérifié,Et oui déjà 32 ans !! Merci à tous de m’avoir souhaité mon anniversaire ❤️,1036,222 532,2020-07-12T16:31:32.000Z,Photo
